articleId,articlePath,articleRole,candidateLessonId,candidateLessonPath,score,sharedConcepts,sharedSkills,contentSimilarity,intentSimilarity,conflictFlag,recommendedDecision,recommendedPlacement,recommendedAnchor,editorialDecision,editorialNotes
"article.resource-math-algebra-radicals-exponents-functions-inverse-functions-vs-reciprocals","/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","decision-guide","textbook-lesson.limits.calculus-limits-function-value-vs-limit","/subjects/math/calculus/limits-continuity/unit/limits/function-value-vs-limit/","4","","","0.211","0.211","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-inverse-functions-vs-reciprocals","/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-derivative-function","/subjects/math/calculus/derivatives/derivative-function/","4","","","0.190","0.190","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-inverse-functions-vs-reciprocals","/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-inverse-function-rule","/subjects/math/calculus/derivatives/inverse-function-rule/","4","","","0.190","0.190","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-rational-exponents","/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-other-indeterminate-forms","/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","4","","","0.267","0.267","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-rational-exponents","/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-negative-fractional-powers","/subjects/math/calculus/derivatives/negative-fractional-powers/","4","","","0.267","0.267","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-rational-exponents","/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-variable-exponents","/subjects/math/calculus/derivatives/variable-exponents/","4","","","0.267","0.267","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-simplifying-radicals","/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","textbook-lesson.subjects-math-calculus-integrals-integration-by-parts","/subjects/math/calculus/integrals/integration-by-parts/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-simplifying-radicals","/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","textbook-lesson.limits.calculus-limits-factoring-limits","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-simplifying-radicals","/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","textbook-lesson.subjects-math-calculus-integration-applications-volumes-by-slicing","/subjects/math/calculus/integration-applications/volumes-by-slicing/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-solving-radical-equations","/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-composition","/subjects/math/calculus/derivatives/composition/","4","","","0.235","0.235","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-solving-radical-equations","/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","textbook-lesson.limits.calculus-continuity-continuity-review","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-radicals-exponents-functions-solving-radical-equations","/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-differentiability-and-continuity","/subjects/math/calculus/derivatives/differentiability-and-continuity/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-algebra-rational-expressions","/subjects/math/algebra/rational-expressions/","quick-answer","textbook-lesson.limits.calculus-limits-complete-asymptote-analysis","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","4","","","0.273","0.273","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-algebra-rational-expressions","/subjects/math/algebra/rational-expressions/","quick-answer","textbook-lesson.subjects-math-calculus-power-series-and-taylor-series-algebra-with-power-series","/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-algebra-rational-expressions","/subjects/math/algebra/rational-expressions/","quick-answer","textbook-lesson.limits.calculus-continuity-continuity-concept-quiz","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","4","","","0.222","0.222","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-add-subtract-rational-expressions","/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","textbook-lesson.limits.calculus-continuity-continuity-review","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-add-subtract-rational-expressions","/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-differentiability-and-continuity","/subjects/math/calculus/derivatives/differentiability-and-continuity/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-add-subtract-rational-expressions","/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","textbook-lesson.limits.calculus-continuity-continuity-practice","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-direct-inverse-variation","/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","textbook-lesson.subjects-math-calculus-sequences-and-series-direct-comparison-test","/subjects/math/calculus/sequences-and-series/direct-comparison-test/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-direct-inverse-variation","/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","textbook-lesson.limits.calculus-limits-squeeze-theorem","/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-direct-inverse-variation","/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","textbook-lesson.limits.calculus-continuity-continuous-functions","/subjects/math/calculus/limits-continuity/unit/continuity/continuous-functions/","4","","","0.200","0.200","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-rational-domain-restrictions","/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","textbook-lesson.limits.calculus-limits-complete-asymptote-analysis","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-rational-domain-restrictions","/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","textbook-lesson.limits.calculus-limits-why-limits-matter","/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-rational-domain-restrictions","/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","textbook-lesson.limits.calculus-limits-zero-over-zero","/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-simplifying-complex-rational-expressions","/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","textbook-lesson.limits.calculus-limits-complex-fractions","/subjects/math/calculus/limits-continuity/unit/limits/complex-fractions/","4","","","0.300","0.300","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-simplifying-complex-rational-expressions","/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","textbook-lesson.limits.calculus-limits-complete-asymptote-analysis","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","4","","","0.273","0.273","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-simplifying-complex-rational-expressions","/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","textbook-lesson.limits.calculus-continuity-continuity-concept-quiz","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","4","","","0.222","0.222","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-simplifying-rational-expressions","/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","textbook-lesson.subjects-math-calculus-integrals-integration-by-parts","/subjects/math/calculus/integrals/integration-by-parts/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-simplifying-rational-expressions","/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","textbook-lesson.limits.calculus-limits-factoring-limits","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-simplifying-rational-expressions","/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","textbook-lesson.subjects-math-calculus-integration-applications-volumes-by-slicing","/subjects/math/calculus/integration-applications/volumes-by-slicing/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-solving-rational-equations","/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","textbook-lesson.limits.calculus-limits-complete-asymptote-analysis","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-solving-rational-equations","/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-implicit-second-derivative","/subjects/math/calculus/derivatives/implicit-second-derivative/","4","","","0.188","0.188","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-rational-expressions-solving-rational-equations","/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-difference-quotient-algebra","/subjects/math/calculus/derivatives/difference-quotient-algebra/","4","","","0.176","0.176","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-algebra-systems-inequalities","/subjects/math/algebra/systems-inequalities/","quick-answer","textbook-lesson.subjects-math-calculus-power-series-and-taylor-series-algebra-with-power-series","/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-algebra-systems-inequalities","/subjects/math/algebra/systems-inequalities/","quick-answer","textbook-lesson.limits.calculus-continuity-continuity-concept-quiz","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","4","","","0.222","0.222","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-algebra-systems-inequalities","/subjects/math/algebra/systems-inequalities/","quick-answer","textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-convexity","/subjects/math/calculus/derivative-applications/advanced-convexity/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-choosing-system-method","/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-choosing-a-volume-method","/subjects/math/calculus/integration-applications/choosing-a-volume-method/","4","","","0.250","0.250","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-choosing-system-method","/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-horizontal-slices","/subjects/math/calculus/integration-applications/horizontal-slices/","4","","","0.235","0.235","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-choosing-system-method","/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-trigonometric-substitution","/subjects/math/calculus/integrals/trigonometric-substitution/","4","","","0.200","0.200","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-compound-inequalities","/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","textbook-lesson.subjects-math-calculus-sequences-and-series-harmonic-and-p-series","/subjects/math/calculus/sequences-and-series/harmonic-and-p-series/","4","","","0.286","0.286","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-compound-inequalities","/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-power-rule","/subjects/math/calculus/derivatives/power-rule/","4","","","0.267","0.267","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-compound-inequalities","/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","textbook-lesson.subjects-math-calculus-integrals-variable-limits-and-chain-rule","/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","4","","","0.267","0.267","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-elimination-systems","/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-integration-by-parts","/subjects/math/calculus/integrals/integration-by-parts/","4","","","0.300","0.300","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-elimination-systems","/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","textbook-lesson.limits.calculus-limits-factoring-limits","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","4","","","0.300","0.300","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-elimination-systems","/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-volumes-by-slicing","/subjects/math/calculus/integration-applications/volumes-by-slicing/","4","","","0.273","0.273","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-graphing-linear-inequalities","/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","textbook-lesson.limits.calculus-continuity-two-parameter-continuity","/subjects/math/calculus/limits-continuity/unit/continuity/two-parameter-continuity/","4","","","0.273","0.273","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-graphing-linear-inequalities","/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","textbook-lesson.limits.calculus-limits-why-limits-matter","/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","4","","","0.231","0.231","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-graphing-linear-inequalities","/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","textbook-lesson.limits.calculus-limits-epsilon-delta-linear","/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-linear/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-no-one-infinite-solutions","/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","4","","","0.214","0.214","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-no-one-infinite-solutions","/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-practice","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","4","","","0.200","0.200","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-no-one-infinite-solutions","/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-review","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","4","","","0.200","0.200","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-substitution-systems","/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-definite-integrals-by-substitution","/subjects/math/calculus/integrals/definite-integrals-by-substitution/","6","","","0.364","0.364","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-substitution-systems","/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-integration-by-parts","/subjects/math/calculus/integrals/integration-by-parts/","4","","","0.300","0.300","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-algebra-systems-inequalities-substitution-systems","/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-trigonometric-substitution","/subjects/math/calculus/integrals/trigonometric-substitution/","4","","","0.300","0.300","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-curve-sketching","/subjects/math/calculus/derivative-applications/curve-sketching/","10","derivative","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review","/subjects/math/calculus/derivative-applications/interpretation-review/","10","derivative","","0.467","0.467","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-rates-from-data","/subjects/math/calculus/derivative-applications/rates-from-data/","10","derivative","","0.467","0.467","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-linear-approximation","/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-why-linear-approximation-works","/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","10","derivative","","0.421","0.421","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-linear-approximation","/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-derivative-function","/subjects/math/calculus/derivatives/derivative-function/","10","derivative","","0.412","0.412","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-linear-approximation","/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-local-linearity","/subjects/math/calculus/derivative-applications/local-linearity/","10","derivative","","0.375","0.375","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-anatomy-of-optimization","/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","8","optimization","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-geometry","/subjects/math/calculus/derivative-applications/optimization-geometry/","8","optimization","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-modeling","/subjects/math/calculus/derivative-applications/optimization-modeling/","8","optimization","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-related-rates","/subjects/math/calculus/derivative-applications/related-rates/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-pythagorean","/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","10","derivative","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-related-rates","/subjects/math/calculus/derivative-applications/related-rates/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-review","/subjects/math/calculus/derivative-applications/related-rates-review/","10","derivative","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivative-applications-related-rates","/subjects/math/calculus/derivative-applications/related-rates/","method-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-related-rates-workflow","/subjects/math/calculus/derivative-applications/related-rates-workflow/","10","derivative","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-unit-2b-review","/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review","/subjects/math/calculus/derivative-applications/modeling-studio-review/","10","derivative","","0.636","0.636","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-unit-2b-review","/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review","/subjects/math/calculus/derivative-applications/interpretation-review/","10","derivative","","0.583","0.583","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-unit-2b-review","/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","textbook-lesson.calc-1-unit-2b-derivative-applications-bridge-diagnostic","/subjects/math/calculus/derivative-applications/bridge-diagnostic/","10","derivative","","0.545","0.545","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-chain-rule","/subjects/math/calculus/derivatives/chain-rule/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-chain-rule-basic","/subjects/math/calculus/derivatives/chain-rule-basic/","10","chain-rule","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-chain-rule","/subjects/math/calculus/derivatives/chain-rule/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-advanced-chain-rule-linear-maps","/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","10","chain-rule","","0.471","0.471","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-chain-rule","/subjects/math/calculus/derivatives/chain-rule/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-chain-rule-map","/subjects/math/calculus/derivatives/chain-rule-map/","10","chain-rule","","0.471","0.471","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-derivative-of-x-to-the-x","/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-exponential-e","/subjects/math/calculus/derivatives/exponential-e/","10","derivative","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-derivative-of-x-to-the-x","/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-natural-log","/subjects/math/calculus/derivatives/natural-log/","10","derivative","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-derivative-of-x-to-the-x","/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-other-trig-functions","/subjects/math/calculus/derivatives/other-trig-functions/","10","derivative","","0.467","0.467","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-derivatives-of-inverse-trig-functions","/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-other-trig-functions","/subjects/math/calculus/derivatives/other-trig-functions/","10","derivative","","0.750","0.750","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-derivatives-of-inverse-trig-functions","/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-general-exponential","/subjects/math/calculus/derivatives/general-exponential/","10","derivative","","0.667","0.667","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
