route,page_role,words_before_first_substantive_content,dom_nodes_before_first_substantive_content,vertical_pixels_before_first_substantive_content,metadata_items_before_content,callout_count_before_content,card_count_before_content,navigation_blocks_before_content,outline_present,outline_item_count,breadcrumb_height,header_height,first_substantive_heading,repeated_boilerplate_word_count,main_content_ratio
"/subjects/math/calculus/derivatives/tangent-line-equation/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.865"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","textbook-lesson","18","14","","3","0","0","3","false","0","","","","188","0.685"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","182","0.908"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","textbook-lesson","14","14","","4","1","0","3","false","0","","","","182","0.767"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","textbook-lesson","14","14","","4","1","0","3","false","0","","","","182","0.759"
"/subjects/math/calculus/derivatives/unit-2a-reference/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","183","0.773"
"/subjects/math/calculus/derivatives/unit-2a-review/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","184","0.745"
"/subjects/math/calculus/derivatives/variable-exponents/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.822"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","textbook-lesson","17","14","","3","0","0","3","false","0","","","","187","0.850"
"/subjects/math/calculus/derivatives/what-implicit-means/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","186","0.776"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","186","0.771"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","182","0.870"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","185","0.766"
"/subjects/math/calculus/formula-sheets/","resource-hub","15","12","","0","0","2","2","false","0","","","","183","0.396"
"/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","22","15","","0","0","0","1","false","0","","","","184","0.702"
"/subjects/math/calculus/integrals/","unit-hub","8","11","","9","2","0","2","false","0","","","","183","0.889"
"/subjects/math/calculus/integrals/accumulation-functions/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.812"
"/subjects/math/calculus/integrals/antiderivatives/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.821"
"/subjects/math/calculus/integrals/average-value-of-a-function/","textbook-lesson","13","14","","4","0","0","3","false","0","","","","184","0.804"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.778"
"/subjects/math/calculus/integrals/common-errors/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","187","0.605"
"/subjects/math/calculus/integrals/cumulative-practice/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","181","0.827"
"/subjects/math/calculus/integrals/definite-integral-signed-area/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.812"
"/subjects/math/calculus/integrals/definite-integrals-by-substitution/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.775"
"/subjects/math/calculus/integrals/displacement-and-distance/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.795"
"/subjects/math/calculus/integrals/fundamental-theorem-part-one/","textbook-lesson","14","14","","3","1","0","3","false","0","","","","185","0.801"
"/subjects/math/calculus/integrals/fundamental-theorem-part-two/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.778"
"/subjects/math/calculus/integrals/improper-integrals-infinite-intervals/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.800"
"/subjects/math/calculus/integrals/improper-integrals-unbounded-functions/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.773"
"/subjects/math/calculus/integrals/indefinite-integrals-and-c/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","186","0.821"
"/subjects/math/calculus/integrals/initial-value-problems/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.809"
"/subjects/math/calculus/integrals/integration-by-parts/","textbook-lesson","11","14","","5","0","0","3","false","0","","","","182","0.815"
"/subjects/math/calculus/integrals/integration-strategy/","textbook-lesson","12","14","","3","1","0","3","false","0","","","","183","0.756"
"/subjects/math/calculus/integrals/left-right-midpoint-riemann-sums/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.787"
"/subjects/math/calculus/integrals/net-change-theorem/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.770"
"/subjects/math/calculus/integrals/numerical-integration/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.791"
"/subjects/math/calculus/integrals/partial-fractions/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.745"
"/subjects/math/calculus/integrals/partitions-and-sigma-notation/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.781"
"/subjects/math/calculus/integrals/practice-exam-a-answer-key/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","184","0.829"
"/subjects/math/calculus/integrals/practice-exam-a/","textbook-lesson","13","14","","4","1","0","3","false","0","","","","182","0.759"
"/subjects/math/calculus/integrals/practice-exam-b-answer-key/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","184","0.839"
"/subjects/math/calculus/integrals/practice-exam-b/","textbook-lesson","13","14","","4","1","0","3","false","0","","","","182","0.769"
"/subjects/math/calculus/integrals/properties-of-definite-integrals/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.791"
"/subjects/math/calculus/integrals/rates-to-total-change/","textbook-lesson","14","14","","3","1","0","3","false","0","","","","185","0.820"
"/subjects/math/calculus/integrals/review/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","184","0.720"
"/subjects/math/calculus/integrals/riemann-sum-limit/","textbook-lesson","15","14","","3","1","0","3","false","0","","","","186","0.819"
"/subjects/math/calculus/integrals/simpsons-rule/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.787"
"/subjects/math/calculus/integrals/substitution/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.805"
"/subjects/math/calculus/integrals/trigonometric-integrals/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.790"
"/subjects/math/calculus/integrals/trigonometric-substitution/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.812"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.791"
"/subjects/math/calculus/integration-applications/","unit-hub","7","11","","9","1","0","2","false","0","","","","182","0.867"
"/subjects/math/calculus/integration-applications/arc-length/","textbook-lesson","9","14","","3","0","0","3","false","0","","","","378","0.646"
"/subjects/math/calculus/integration-applications/area-between-curves/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","379","0.628"
"/subjects/math/calculus/integration-applications/average-value-of-a-function/","concept-explainer","2","6","","2","1","0","2","true","6","","","","384","0.545"
"/subjects/math/calculus/integration-applications/choosing-a-volume-method/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","183","0.735"
"/subjects/math/calculus/integration-applications/common-errors/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","187","0.610"
"/subjects/math/calculus/integration-applications/cumulative-practice/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","181","0.840"
"/subjects/math/calculus/integration-applications/cylindrical-shells/","textbook-lesson","9","14","","3","0","0","3","false","0","","","","181","0.793"
"/subjects/math/calculus/integration-applications/density-and-mass/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","182","0.749"
"/subjects/math/calculus/integration-applications/disks-and-washers/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","182","0.777"
"/subjects/math/calculus/integration-applications/fluid-pressure/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","184","0.793"
"/subjects/math/calculus/integration-applications/horizontal-slices/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","184","0.759"
"/subjects/math/calculus/integration-applications/marginal-quantities/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","184","0.784"
"/subjects/math/calculus/integration-applications/moments-and-center-of-mass/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","184","0.792"
"/subjects/math/calculus/integration-applications/physics-application-studio/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","182","0.820"
"/subjects/math/calculus/integration-applications/practice-exam-a-answer-key/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","184","0.824"
"/subjects/math/calculus/integration-applications/practice-exam-a/","textbook-lesson","12","14","","4","1","0","3","false","0","","","","182","0.795"
"/subjects/math/calculus/integration-applications/practice-exam-b-answer-key/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","184","0.831"
"/subjects/math/calculus/integration-applications/practice-exam-b/","textbook-lesson","12","14","","4","1","0","3","false","0","","","","182","0.785"
"/subjects/math/calculus/integration-applications/probability-density/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","184","0.797"
"/subjects/math/calculus/integration-applications/pumping-liquids/","textbook-lesson","9","14","","3","0","0","3","false","0","","","","181","0.806"
"/subjects/math/calculus/integration-applications/review/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.838"
"/subjects/math/calculus/integration-applications/spring-work/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","183","0.771"
"/subjects/math/calculus/integration-applications/surface-area-of-revolution/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","380","0.606"
"/subjects/math/calculus/integration-applications/volumes-by-slicing/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","182","0.800"
"/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","2","6","","2","1","0","2","true","6","","","","381","0.559"
"/subjects/math/calculus/integration-applications/work-and-fluid-force/","method-guide","2","6","","2","1","0","2","true","6","","","","382","0.546"
"/subjects/math/calculus/integration-applications/work-and-variable-force/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","183","0.789"
"/subjects/math/calculus/integration-techniques/","quick-answer","5","11","","9","1","0","5","false","0","","","","181","0.731"
"/subjects/math/calculus/integration-techniques/improper-integrals/","concept-explainer","2","6","","2","1","0","2","true","6","","","","369","0.564"
"/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","method-guide","2","6","","3","1","0","2","true","6","","","","372","0.631"
"/subjects/math/calculus/integration-techniques/partial-fractions/","method-guide","2","6","","3","1","0","2","true","6","","","","367","0.559"
"/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","2","6","","2","1","0","2","true","6","","","","371","0.575"
"/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","2","6","","2","1","0","2","true","6","","","","367","0.570"
"/subjects/math/calculus/integration-techniques/u-substitution/","method-guide","2","6","","2","1","0","2","true","6","","","","368","0.547"
"/subjects/math/calculus/limits-continuity/","unit-hub","5","11","","11","0","0","2","false","0","","","","181","0.902"
"/subjects/math/calculus/limits-continuity/continuity-at-a-point/","concept-explainer","2","6","","2","1","0","2","true","6","","","","381","0.552"
"/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","method-guide","2","6","","2","1","0","2","true","6","","","","380","0.545"
"/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","concept-explainer","2","6","","2","1","0","2","true","6","","","","379","0.533"
"/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","2","6","","2","1","0","2","true","6","","","","386","0.580"
"/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","concept-explainer","2","6","","2","1","0","2","true","6","","","","379","0.632"
"/subjects/math/calculus/limits-continuity/squeeze-theorem/","method-guide","2","6","","2","1","0","2","true","6","","","","382","0.574"
"/subjects/math/calculus/limits-continuity/unit/","decision-guide","10","12","","5","0","0","2","false","0","","","","307","0.870"
"/subjects/math/calculus/limits-continuity/unit/continuity/bisection-method/","textbook-lesson","10","12","","4","0","0","3","false","0","","","","307","0.713"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-at-a-point/","textbook-lesson","9","12","","5","1","0","3","false","0","","","","306","0.780"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.681"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","textbook-lesson","10","12","","4","0","0","3","false","0","","","","307","0.901"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.507"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuous-functions/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.640"
"/subjects/math/calculus/limits-continuity/unit/continuity/intermediate-value-theorem/","textbook-lesson","8","12","","3","1","0","3","false","0","","","","305","0.746"
"/subjects/math/calculus/limits-continuity/unit/continuity/intervals-endpoints/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.617"
"/subjects/math/calculus/limits-continuity/unit/continuity/piecewise-parameters/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.713"
"/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.700"
"/subjects/math/calculus/limits-continuity/unit/continuity/two-parameter-continuity/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.590"
"/subjects/math/calculus/limits-continuity/unit/continuity/types-of-discontinuity/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.674"
"/subjects/math/calculus/limits-continuity/unit/limits/absolute-value-piecewise/","textbook-lesson","12","12","","3","0","0","3","false","0","","","","309","0.709"
"/subjects/math/calculus/limits-continuity/unit/limits/common-exam-errors/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.591"
"/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.505"
"/subjects/math/calculus/limits-continuity/unit/limits/complex-fractions/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.724"
"/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","10","12","","3","1","0","3","false","0","","","","307","0.771"
"/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","textbook-lesson","10","12","","4","0","0","3","false","0","","","","307","0.894"
"/subjects/math/calculus/limits-continuity/unit/limits/direct-substitution/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.744"
"/subjects/math/calculus/limits-continuity/unit/limits/disprove-limit-epsilon-delta/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.623"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-concept-quiz/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.676"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-graph/","textbook-lesson","12","12","","3","1","0","3","false","0","","","","309","0.618"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-introduction/","textbook-lesson","9","12","","4","0","0","3","false","0","","","","306","0.723"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-linear/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.707"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-practice/","textbook-lesson","8","12","","4","0","0","3","false","0","","","","305","0.808"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-quadratic/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.708"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-review/","textbook-lesson","7","12","","3","0","0","3","false","0","","","","304","0.497"
"/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","textbook-lesson","9","12","","3","1","0","3","false","0","","","","306","0.779"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limit-decision-tree/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.527"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-concept-quiz/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.669"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-practice/","textbook-lesson","9","12","","4","0","0","3","false","0","","","","306","0.906"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-review/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.505"
"/subjects/math/calculus/limits-continuity/unit/limits/formal-infinite-limits/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.610"
"/subjects/math/calculus/limits-continuity/unit/limits/function-value-vs-limit/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.759"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.672"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","textbook-lesson","10","12","","4","0","0","3","false","0","","","","307","0.884"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.510"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","8","12","","3","0","0","3","false","0","","","","305","0.699"
"/subjects/math/calculus/limits-continuity/unit/limits/infinity-minus-infinity/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.683"
"/subjects/math/calculus/limits-continuity/unit/limits/limit-at-a-hole/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.732"
"/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","textbook-lesson","12","12","","3","0","0","3","false","0","","","","309","0.762"
"/subjects/math/calculus/limits-continuity/unit/limits/limits-at-infinity/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.796"
"/subjects/math/calculus/limits-continuity/unit/limits/meaning-concept-quiz/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.672"
"/subjects/math/calculus/limits-continuity/unit/limits/meaning-practice/","textbook-lesson","9","12","","4","0","0","3","false","0","","","","306","0.905"
"/subjects/math/calculus/limits-continuity/unit/limits/meaning-review/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.501"
"/subjects/math/calculus/limits-continuity/unit/limits/notation-guide/","textbook-lesson","8","12","","3","0","0","3","false","0","","","","305","0.626"
"/subjects/math/calculus/limits-continuity/unit/limits/one-sided-limits/","textbook-lesson","12","12","","3","1","0","3","false","0","","","","309","0.795"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-a/","textbook-lesson","11","12","","4","1","0","3","false","0","","","","308","0.803"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-a/answer-key/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","310","0.609"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-b/","textbook-lesson","11","12","","4","1","0","3","false","0","","","","308","0.807"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-b/answer-key/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","310","0.627"
"/subjects/math/calculus/limits-continuity/unit/limits/prerequisite-diagnostic/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.788"
"/subjects/math/calculus/limits-continuity/unit/limits/radicals-at-infinity/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.649"
"/subjects/math/calculus/limits-continuity/unit/limits/ratio-of-sines/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.636"
"/subjects/math/calculus/limits-continuity/unit/limits/rationalizing-radicals/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.756"
"/subjects/math/calculus/limits-continuity/unit/limits/read-limits-from-graphs/","textbook-lesson","12","12","","3","0","0","3","false","0","","","","309","0.629"
"/subjects/math/calculus/limits-continuity/unit/limits/scaled-sine-tangent/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.638"
"/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x-proof/","textbook-lesson","13","12","","3","0","0","3","false","0","","","","310","0.765"
"/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.556"
"/subjects/math/calculus/limits-continuity/unit/limits/slant-asymptotes/","textbook-lesson","9","12","","3","0","0","3","false","0","","","","306","0.610"
"/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","textbook-lesson","8","12","","3","1","0","3","false","0","","","","305","0.821"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","9","12","","3","0","0","3","false","0","","","","306","0.530"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","9","12","","3","0","0","3","false","0","","","","306","0.678"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","9","12","","4","0","0","3","false","0","","","","306","0.876"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","10","12","","3","0","0","3","false","0","","","","307","0.540"
"/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","textbook-lesson","10","12","","3","0","0","3","false","0","","","","307","0.569"
"/subjects/math/calculus/limits-continuity/unit/limits/vertical-asymptotes/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.793"
"/subjects/math/calculus/limits-continuity/unit/limits/what-a-limit-means/","textbook-lesson","9","12","","4","0","0","3","false","0","","","","306","0.742"
"/subjects/math/calculus/limits-continuity/unit/limits/when-a-limit-does-not-exist/","textbook-lesson","11","12","","3","0","0","3","false","0","","","","308","0.717"
"/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","textbook-lesson","10","12","","3","1","0","3","false","0","","","","307","0.854"
"/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","textbook-lesson","12","12","","3","0","0","3","false","0","","","","309","0.667"
"/subjects/math/calculus/limits-continuity/unit/study/correct-practice-test/","textbook-lesson","12","12","","3","0","0","3","false","0","","","","309","0.533"
"/subjects/math/calculus/power-series-and-taylor-series/","unit-hub","9","11","","9","1","0","2","false","0","","","","184","0.867"
"/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.866"
"/subjects/math/calculus/power-series-and-taylor-series/alternating-series-approximation/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","184","0.823"
"/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","182","0.847"
"/subjects/math/calculus/power-series-and-taylor-series/building-new-series/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","185","0.843"
"/subjects/math/calculus/power-series-and-taylor-series/common-errors/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","186","0.587"
"/subjects/math/calculus/power-series-and-taylor-series/concept-quiz/","textbook-lesson","13","14","","4","0","0","3","false","0","","","","181","0.748"
"/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","textbook-lesson","14","14","","3","1","0","3","false","0","","","","184","0.858"
"/subjects/math/calculus/power-series-and-taylor-series/endpoint-testing/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","184","0.839"
"/subjects/math/calculus/power-series-and-taylor-series/geometric-series-library/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","186","0.841"
"/subjects/math/calculus/power-series-and-taylor-series/logarithm-and-arctangent-series/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.838"
"/subjects/math/calculus/power-series-and-taylor-series/maclaurin-series/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","181","0.845"
"/subjects/math/calculus/power-series-and-taylor-series/mixed-practice/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","181","0.685"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-as-functions/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.856"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-review/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","182","0.589"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a-answer-key/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","184","0.768"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a/","textbook-lesson","14","14","","4","1","0","3","false","0","","","","182","0.700"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b-answer-key/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","184","0.780"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b/","textbook-lesson","14","14","","4","1","0","3","false","0","","","","182","0.709"
"/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","184","0.876"
"/subjects/math/calculus/power-series-and-taylor-series/ratio-test-for-power-series/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","186","0.829"
"/subjects/math/calculus/power-series-and-taylor-series/reference-sheet/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","181","0.704"
"/subjects/math/calculus/power-series-and-taylor-series/series-for-definite-integrals/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","185","0.858"
"/subjects/math/calculus/power-series-and-taylor-series/series-solutions-preview/","textbook-lesson","17","14","","3","0","0","3","false","0","","","","187","0.861"
"/subjects/math/calculus/power-series-and-taylor-series/small-angle-physics/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","183","0.833"
"/subjects/math/calculus/power-series-and-taylor-series/standard-maclaurin-series/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","182","0.850"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-polynomials/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","181","0.874"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","185","0.888"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-centered-at-a/","textbook-lesson","14","14","","4","0","0","3","false","0","","","","184","0.852"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-review/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","182","0.596"
"/subjects/math/calculus/power-series-and-taylor-series/uniform-convergence-preview/","textbook-lesson","15","14","","3","1","0","3","false","0","","","","185","0.862"
"/subjects/math/calculus/practice-exams/","resource-hub","15","12","","0","0","5","2","false","0","","","","183","0.455"
"/subjects/math/calculus/practice-exams/calculus-1-final/","practice-exam","24","15","","0","0","0","1","false","0","","","","185","0.949"
"/subjects/math/calculus/practice-exams/calculus-2-final/","practice-exam","24","15","","0","0","0","1","false","0","","","","185","0.950"
"/subjects/math/calculus/sequences-and-series/","unit-hub","8","11","","9","2","0","2","false","0","","","","183","0.877"
"/subjects/math/calculus/sequences-and-series/absolute-and-conditional-convergence/","textbook-lesson","12","14","","3","1","0","3","false","0","","","","183","0.833"
"/subjects/math/calculus/sequences-and-series/alternating-series-error/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.833"
"/subjects/math/calculus/sequences-and-series/alternating-series-test/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.866"
"/subjects/math/calculus/sequences-and-series/cauchy-criterion-preview/","textbook-lesson","16","14","","3","0","0","3","false","0","","","","187","0.850"
"/subjects/math/calculus/sequences-and-series/choosing-a-convergence-test/","textbook-lesson","12","14","","3","1","0","3","false","0","","","","183","0.850"
"/subjects/math/calculus/sequences-and-series/common-errors/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","186","0.616"
"/subjects/math/calculus/sequences-and-series/concept-quiz/","textbook-lesson","12","14","","4","0","0","3","false","0","","","","181","0.759"
"/subjects/math/calculus/sequences-and-series/convergence-tests-review/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.646"
