route,title,length,unique,h1,title_h1_consistent,page_role
"/subjects/math/calculus/derivatives/advanced-notes-2a/","Advanced Notes: What Differentiability Is Really Saying | Unit 2A | Better Grades","81","true","Advanced Notes: What Differentiability Is Really Saying","true","textbook-lesson"
"/subjects/math/calculus/derivatives/chain-exp-log/","Chain Rule with Exponentials and Logarithms | Unit 2A | Better Grades","69","true","Chain Rule with Exponentials and Logarithms","true","textbook-lesson"
"/subjects/math/calculus/derivatives/chain-rule-basic/","The Basic Chain Rule | Unit 2A | Better Grades","46","true","The Basic Chain Rule","true","textbook-lesson"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","Chain Rule Concept Quiz | Unit 2A | Better Grades","49","true","Chain Rule Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivatives/chain-rule-map/","A Visual and Verbal Map of the Chain Rule | Unit 2A | Better Grades","67","true","A Visual and Verbal Map of the Chain Rule","true","textbook-lesson"
"/subjects/math/calculus/derivatives/chain-rule-review/","Chain Rule Review | Unit 2A | Better Grades","43","true","Chain Rule Review","true","textbook-lesson"
"/subjects/math/calculus/derivatives/chain-rule/","The Chain Rule as a structure-reading skill | Unit 2A | Better Grades","69","true","The Chain Rule as a structure-reading skill","true","method-guide"
"/subjects/math/calculus/derivatives/chain-trig/","Chain Rule with Trigonometric Functions | Unit 2A | Better Grades","65","true","Chain Rule with Trigonometric Functions","true","textbook-lesson"
"/subjects/math/calculus/derivatives/combined-rules/","Combining Product, Quotient, and Chain Rules | Unit 2A | Better Grades","70","true","Combining Product, Quotient, and Chain Rules","true","textbook-lesson"
"/subjects/math/calculus/derivatives/composition/","Composition and the Need for the Chain Rule | Unit 2A | Better Grades","69","true","Composition and the Need for the Chain Rule","true","textbook-lesson"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","Core Rules Concept Quiz | Unit 2A | Better Grades","49","true","Core Rules Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivatives/core-rules-review/","Core Differentiation Rules Review | Unit 2A | Better Grades","59","true","Core Differentiation Rules Review","true","textbook-lesson"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","The Derivative at a Point | Unit 2A | Better Grades","51","true","The Derivative at a Point","true","textbook-lesson"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","A Complete Derivative Computation Strategy | Unit 2A | Better Grades","68","true","A Complete Derivative Computation Strategy","true","textbook-lesson"
"/subjects/math/calculus/derivatives/derivative-function/","The Derivative as a Function | Unit 2A | Better Grades","54","true","The Derivative as a Function","true","textbook-lesson"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","What is the derivative of x to the x? | Unit 2A | Better Grades","63","true","What is the derivative of x to the x?","true","quick-answer"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","Derivatives of inverse trigonometric functions | Unit 2A | Better Grades","72","true","Derivatives of inverse trigonometric functions","true","method-guide"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","Difference Quotient Algebra Without Skipped Steps | Unit 2A | Better Grades","75","true","Difference Quotient Algebra Without Skipped Steps","true","textbook-lesson"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","Differentiability and Continuity | Unit 2A | Better Grades","58","true","Differentiability and Continuity","true","textbook-lesson"
"/subjects/math/calculus/derivatives/exponential-e/","The Derivative of the Natural Exponential | Unit 2A | Better Grades","67","true","The Derivative of the Natural Exponential","true","textbook-lesson"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","Derivative Foundations Concept Quiz | Unit 2A | Better Grades","61","true","Derivative Foundations Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivatives/foundations-review/","Derivative Foundations Review | Unit 2A | Better Grades","55","true","Derivative Foundations Review","true","textbook-lesson"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","Estimating Derivatives from Graphs and Tables | Unit 2A | Better Grades","71","true","Estimating Derivatives from Graphs and Tables","true","textbook-lesson"
"/subjects/math/calculus/derivatives/general-exponential/","Derivatives of General Exponential Functions | Unit 2A | Better Grades","70","true","Derivatives of General Exponential Functions","true","textbook-lesson"
"/subjects/math/calculus/derivatives/general-logarithms/","Derivatives of General Logarithms | Unit 2A | Better Grades","59","true","Derivatives of General Logarithms","true","textbook-lesson"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","How to Compute Higher Derivatives Reliably | Unit 2A | Better Grades","68","true","How to Compute Higher Derivatives Reliably","true","textbook-lesson"
"/subjects/math/calculus/derivatives/higher-derivatives/","Higher Derivatives | Unit 2A | Better Grades","44","true","Higher Derivatives","true","textbook-lesson"
"/subjects/math/calculus/derivatives/implicit-differentiation/","Implicit Differentiation | Unit 2A | Better Grades","50","true","Implicit Differentiation","true","textbook-lesson"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","Implicit and Inverse Concept Quiz | Unit 2A | Better Grades","59","true","Implicit and Inverse Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","Implicit, Inverse, and Logarithmic Differentiation Review | Unit 2A | Better Grades","83","true","Implicit, Inverse, and Logarithmic Differentiation Review","true","textbook-lesson"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","Second Derivatives from Implicit Equations | Unit 2A | Better Grades","68","true","Second Derivatives from Implicit Equations","true","textbook-lesson"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","Tangent Lines to Implicit Curves | Unit 2A | Better Grades","58","true","Tangent Lines to Implicit Curves","true","textbook-lesson"
"/subjects/math/calculus/derivatives/inverse-function-rule/","Derivative of an Inverse Function | Unit 2A | Better Grades","59","true","Derivative of an Inverse Function","true","textbook-lesson"
"/subjects/math/calculus/derivatives/inverse-trig/","Inverse Trigonometric Derivatives | Unit 2A | Better Grades","59","true","Inverse Trigonometric Derivatives","true","textbook-lesson"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","Logarithmic Differentiation | Unit 2A | Better Grades","53","true","Logarithmic Differentiation","true","textbook-lesson"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","Multiple Chain-Rule Layers | Unit 2A | Better Grades","52","true","Multiple Chain-Rule Layers","true","textbook-lesson"
"/subjects/math/calculus/derivatives/natural-log/","The Derivative of the Natural Logarithm | Unit 2A | Better Grades","65","true","The Derivative of the Natural Logarithm","true","textbook-lesson"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","Negative and Fractional Powers | Unit 2A | Better Grades","56","true","Negative and Fractional Powers","true","textbook-lesson"
"/subjects/math/calculus/derivatives/notation-and-units/","Derivative Notation and Units | Unit 2A | Better Grades","55","true","Derivative Notation and Units","true","textbook-lesson"
"/subjects/math/calculus/derivatives/notation-guide/","Derivative Notation Guide | Unit 2A | Better Grades","51","true","Derivative Notation Guide","true","textbook-lesson"
"/subjects/math/calculus/derivatives/other-trig-functions/","Derivatives of the Other Trigonometric Functions | Unit 2A | Better Grades","74","true","Derivatives of the Other Trigonometric Functions","true","textbook-lesson"
"/subjects/math/calculus/derivatives/power-rule/","The Constant and Power Rules | Unit 2A | Better Grades","54","true","The Constant and Power Rules","true","textbook-lesson"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","Unit 2A Practice Exam A Answer Key | Better Grades","50","true","Unit 2A Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","Unit 2A Practice Exam B Answer Key | Better Grades","50","true","Unit 2A Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","Derivative Prerequisite Diagnostic | Unit 2A | Better Grades","60","true","Derivative Prerequisite Diagnostic","true","textbook-lesson"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","Product Rule or Quotient Rule? | Unit 2A | Better Grades","56","true","Product Rule or Quotient Rule?","true","decision-guide"
"/subjects/math/calculus/derivatives/product-rule/","The Product Rule | Unit 2A | Better Grades","42","true","The Product Rule","true","textbook-lesson"
"/subjects/math/calculus/derivatives/quotient-rule/","The Quotient Rule | Unit 2A | Better Grades","43","true","The Quotient Rule","true","textbook-lesson"
"/subjects/math/calculus/derivatives/rule-selection/","How to Choose a Differentiation Rule | Unit 2A | Better Grades","62","true","How to Choose a Differentiation Rule","true","textbook-lesson"
"/subjects/math/calculus/derivatives/sine-and-cosine/","Derivatives of Sine and Cosine | Unit 2A | Better Grades","56","true","Derivatives of Sine and Cosine","true","textbook-lesson"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","Special Functions Concept Quiz | Unit 2A | Better Grades","56","true","Special Functions Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivatives/special-functions-review/","Trigonometric, Exponential, and Logarithmic Review | Unit 2A | Better Grades","76","true","Trigonometric, Exponential, and Logarithmic Review","true","textbook-lesson"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","Sums and Constant Multiples | Unit 2A | Better Grades","53","true","Sums and Constant Multiples","true","textbook-lesson"
"/subjects/math/calculus/derivatives/tangent-line-equation/","Tangent and Normal Lines | Unit 2A | Better Grades","50","true","Tangent and Normal Lines","true","textbook-lesson"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","Common Derivative Computation Errors and How to Repair Them | Unit 2A | Better Grades","85","true","Common Derivative Computation Errors and How to Repair Them","true","textbook-lesson"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","Unit 2A Cumulative Derivative Practice | Better Grades","54","true","Unit 2A Cumulative Derivative Practice","true","textbook-lesson"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","Unit 2A Practice Exam A | Better Grades","39","true","Unit 2A Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","Unit 2A Practice Exam B | Better Grades","39","true","Unit 2A Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/derivatives/unit-2a-reference/","Unit 2A Formula and Strategy Reference | Better Grades","54","true","Unit 2A Formula and Strategy Reference","true","textbook-lesson"
"/subjects/math/calculus/derivatives/unit-2a-review/","Unit 2A Review: Derivative Meaning and Computation | Better Grades","66","true","Unit 2A Review: Derivative Meaning and Computation","true","textbook-lesson"
"/subjects/math/calculus/derivatives/variable-exponents/","Variable Bases and Exponents | Unit 2A | Better Grades","54","true","Variable Bases and Exponents","true","textbook-lesson"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","What Does the Word Derivative Mean in Calculus? | Unit 2A | Better Grades","73","true","What Does the Word Derivative Mean in Calculus?","true","textbook-lesson"
"/subjects/math/calculus/derivatives/what-implicit-means/","What “Implicit” Means and Why It Matters | Unit 2A | Better Grades","66","true","What “Implicit” Means and Why It Matters","true","textbook-lesson"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","Derivative Rules Are Shortcuts, Not New Definitions | Unit 2A | Better Grades","77","true","Derivative Rules Are Shortcuts, Not New Definitions","true","textbook-lesson"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","Why Derivatives Matter | Unit 2A | Better Grades","48","true","Why Derivatives Matter","true","textbook-lesson"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","Why Special-Function Derivatives Are Not Random | Unit 2A | Better Grades","73","true","Why Special-Function Derivatives Are Not Random","true","textbook-lesson"
"/subjects/math/calculus/formula-sheets/","Calculus Formula Sheets and Reference Guides | Better Grades","60","true","Calculus Formula Sheets and Reference Guides","true","resource-hub"
"/subjects/math/calculus/formula-sheets/derivative-rules/","Derivative Rules Formula Sheet and Printable PDF | Better Grades","64","true","Derivative Rules Formula Sheet and Printable PDF","true","formula-sheet"
"/subjects/math/calculus/integrals/","Unit 3A: Integral Foundations and Techniques | Better Grades","60","true","Unit 3A: Integral Foundations and Techniques","true","unit-hub"
"/subjects/math/calculus/integrals/accumulation-functions/","Accumulation Functions | Unit 3A | Better Grades","48","true","Accumulation Functions","true","textbook-lesson"
"/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives: Reversing a Derivative | Unit 3A | Better Grades","65","true","Antiderivatives: Reversing a Derivative","true","textbook-lesson"
"/subjects/math/calculus/integrals/average-value-of-a-function/","Average Value of a Function | Unit 3A | Better Grades","53","true","Average Value of a Function","true","textbook-lesson"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","Basic Antiderivative Rules | Unit 3A | Better Grades","52","true","Basic Antiderivative Rules","true","textbook-lesson"
"/subjects/math/calculus/integrals/common-errors/","Common Integral Errors and How to Repair Them | Unit 3A | Better Grades","71","true","Common Integral Errors and How to Repair Them","true","textbook-lesson"
"/subjects/math/calculus/integrals/cumulative-practice/","Unit 3A Cumulative Practice | Better Grades","43","true","Unit 3A Cumulative Practice","true","textbook-lesson"
"/subjects/math/calculus/integrals/definite-integral-signed-area/","The Definite Integral as Signed Area | Unit 3A | Better Grades","62","true","The Definite Integral as Signed Area","true","textbook-lesson"
"/subjects/math/calculus/integrals/definite-integrals-by-substitution/","Definite Integrals by Substitution | Unit 3A | Better Grades","60","true","Definite Integrals by Substitution","true","textbook-lesson"
"/subjects/math/calculus/integrals/displacement-and-distance/","Displacement, Distance, and Signed Accumulation | Unit 3A | Better Grades","73","true","Displacement, Distance, and Signed Accumulation","true","textbook-lesson"
"/subjects/math/calculus/integrals/fundamental-theorem-part-one/","Fundamental Theorem of Calculus, Part I | Unit 3A | Better Grades","65","true","Fundamental Theorem of Calculus, Part I","true","textbook-lesson"
"/subjects/math/calculus/integrals/fundamental-theorem-part-two/","Fundamental Theorem of Calculus, Part II | Unit 3A | Better Grades","66","true","Fundamental Theorem of Calculus, Part II","true","textbook-lesson"
"/subjects/math/calculus/integrals/improper-integrals-infinite-intervals/","Improper Integrals over Infinite Intervals | Unit 3A | Better Grades","68","true","Improper Integrals over Infinite Intervals","true","textbook-lesson"
"/subjects/math/calculus/integrals/improper-integrals-unbounded-functions/","Improper Integrals with Unbounded Integrands | Unit 3A | Better Grades","70","true","Improper Integrals with Unbounded Integrands","true","textbook-lesson"
"/subjects/math/calculus/integrals/indefinite-integrals-and-c/","Indefinite Integrals and the Constant of Integration | Unit 3A | Better Grades","78","true","Indefinite Integrals and the Constant of Integration","true","textbook-lesson"
"/subjects/math/calculus/integrals/initial-value-problems/","Initial-Value Problems and Recovering a Function | Unit 3A | Better Grades","74","true","Initial-Value Problems and Recovering a Function","true","textbook-lesson"
"/subjects/math/calculus/integrals/integration-by-parts/","Integration by Parts | Unit 3A | Better Grades","46","true","Integration by Parts","true","textbook-lesson"
"/subjects/math/calculus/integrals/integration-strategy/","Choosing an Integration Strategy | Unit 3A | Better Grades","58","true","Choosing an Integration Strategy","true","textbook-lesson"
"/subjects/math/calculus/integrals/left-right-midpoint-riemann-sums/","Left, Right, and Midpoint Riemann Sums | Unit 3A | Better Grades","64","true","Left, Right, and Midpoint Riemann Sums","true","textbook-lesson"
"/subjects/math/calculus/integrals/net-change-theorem/","The Net Change Theorem | Unit 3A | Better Grades","48","true","The Net Change Theorem","true","textbook-lesson"
"/subjects/math/calculus/integrals/numerical-integration/","Midpoint and Trapezoidal Rules | Unit 3A | Better Grades","56","true","Midpoint and Trapezoidal Rules","true","textbook-lesson"
"/subjects/math/calculus/integrals/partial-fractions/","Partial Fractions | Unit 3A | Better Grades","43","true","Partial Fractions","true","textbook-lesson"
"/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Partitions and Sigma Notation | Unit 3A | Better Grades","55","true","Partitions and Sigma Notation","true","textbook-lesson"
"/subjects/math/calculus/integrals/practice-exam-a-answer-key/","Unit 3A Practice Exam A Answer Key | Better Grades","50","true","Unit 3A Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/integrals/practice-exam-a/","Unit 3A Practice Exam A | Better Grades","39","true","Unit 3A Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/integrals/practice-exam-b-answer-key/","Unit 3A Practice Exam B Answer Key | Better Grades","50","true","Unit 3A Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/integrals/practice-exam-b/","Unit 3A Practice Exam B | Better Grades","39","true","Unit 3A Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/integrals/properties-of-definite-integrals/","Properties and Orientation of Definite Integrals | Unit 3A | Better Grades","74","true","Properties and Orientation of Definite Integrals","true","textbook-lesson"
"/subjects/math/calculus/integrals/rates-to-total-change/","From a Rate to Total Change | Unit 3A | Better Grades","53","true","From a Rate to Total Change","true","textbook-lesson"
"/subjects/math/calculus/integrals/review/","Unit 3A Review: Integral Foundations and Techniques | Better Grades","67","true","Unit 3A Review: Integral Foundations and Techniques","true","textbook-lesson"
"/subjects/math/calculus/integrals/riemann-sum-limit/","The Riemann-Sum Definition of the Definite Integral | Unit 3A | Better Grades","77","true","The Riemann-Sum Definition of the Definite Integral","true","textbook-lesson"
"/subjects/math/calculus/integrals/simpsons-rule/","Simpson’s Rule | Unit 3A | Better Grades","40","true","Simpson’s Rule","true","textbook-lesson"
"/subjects/math/calculus/integrals/substitution/","Substitution: Reversing the Chain Rule | Unit 3A | Better Grades","64","true","Substitution: Reversing the Chain Rule","true","textbook-lesson"
"/subjects/math/calculus/integrals/trigonometric-integrals/","Trigonometric Integrals | Unit 3A | Better Grades","49","true","Trigonometric Integrals","true","textbook-lesson"
"/subjects/math/calculus/integrals/trigonometric-substitution/","Trigonometric Substitution | Unit 3A | Better Grades","52","true","Trigonometric Substitution","true","textbook-lesson"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","Variable Limits and the Chain Rule | Unit 3A | Better Grades","60","true","Variable Limits and the Chain Rule","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/","Unit 3B: Applications of Integration | Better Grades","52","true","Unit 3B: Applications of Integration","true","unit-hub"
"/subjects/math/calculus/integration-applications/arc-length/","Arc Length | Unit 3B | Better Grades","36","true","Arc Length","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/area-between-curves/","Area Between Curves | Unit 3B | Better Grades","45","true","Area Between Curves","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/average-value-of-a-function/","Average value of a function on an interval | Unit 3B | Better Grades","68","true","Average value of a function on an interval","true","method-guide"
"/subjects/math/calculus/integration-applications/choosing-a-volume-method/","Choosing a Volume Method | Unit 3B | Better Grades","50","true","Choosing a Volume Method","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/common-errors/","Common Application Errors and How to Repair Them | Unit 3B | Better Grades","74","true","Common Application Errors and How to Repair Them","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/cumulative-practice/","Unit 3B Cumulative Practice | Better Grades","43","true","Unit 3B Cumulative Practice","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/cylindrical-shells/","Cylindrical Shells | Unit 3B | Better Grades","44","true","Cylindrical Shells","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/density-and-mass/","Density and Mass | Unit 3B | Better Grades","42","true","Density and Mass","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/disks-and-washers/","Disks and Washers | Unit 3B | Better Grades","43","true","Disks and Washers","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/fluid-pressure/","Fluid Pressure and Hydrostatic Force | Unit 3B | Better Grades","62","true","Fluid Pressure and Hydrostatic Force","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/horizontal-slices/","Choosing Vertical or Horizontal Slices | Unit 3B | Better Grades","64","true","Choosing Vertical or Horizontal Slices","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/marginal-quantities/","Recovering Totals from Marginal Quantities | Unit 3B | Better Grades","68","true","Recovering Totals from Marginal Quantities","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/moments-and-center-of-mass/","Moments and Center of Mass | Unit 3B | Better Grades","52","true","Moments and Center of Mass","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/physics-application-studio/","Physics Application Studio | Unit 3B | Better Grades","52","true","Physics Application Studio","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/practice-exam-a-answer-key/","Unit 3B Practice Exam A Answer Key | Better Grades","50","true","Unit 3B Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/practice-exam-a/","Unit 3B Practice Exam A | Better Grades","39","true","Unit 3B Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/practice-exam-b-answer-key/","Unit 3B Practice Exam B Answer Key | Better Grades","50","true","Unit 3B Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/practice-exam-b/","Unit 3B Practice Exam B | Better Grades","39","true","Unit 3B Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/probability-density/","Probability Density and Expected Value | Unit 3B | Better Grades","64","true","Probability Density and Expected Value","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/pumping-liquids/","Pumping Liquids | Unit 3B | Better Grades","41","true","Pumping Liquids","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/review/","Unit 3B Review: Applications of Integration | Better Grades","59","true","Unit 3B Review: Applications of Integration","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/spring-work/","Work Done on Springs | Unit 3B | Better Grades","46","true","Work Done on Springs","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/surface-area-of-revolution/","Surface Area of Revolution | Unit 3B | Better Grades","52","true","Surface Area of Revolution","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/volumes-by-slicing/","Volumes by Slicing | Unit 3B | Better Grades","44","true","Volumes by Slicing","true","textbook-lesson"
"/subjects/math/calculus/integration-applications/washer-vs-shell/","Washer method or shell method? | Unit 3B | Better Grades","56","true","Washer method or shell method?","true","decision-guide"
"/subjects/math/calculus/integration-applications/work-and-fluid-force/","Setting up work and fluid-force integrals | Unit 3B | Better Grades","67","true","Setting up work and fluid-force integrals","true","decision-guide"
"/subjects/math/calculus/integration-applications/work-and-variable-force/","Work and Variable Force | Unit 3B | Better Grades","49","true","Work and Variable Force","true","textbook-lesson"
"/subjects/math/calculus/integration-techniques/","Integration Techniques Calculus resources | Better Grades","57","true","Integration Techniques","true","quick-answer"
"/subjects/math/calculus/integration-techniques/improper-integrals/","Improper integrals are limits, not unusual notation | Better Grades","67","true","Improper integrals are limits, not unusual notation","true","quick-answer"
"/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","Integration by parts: choosing u and knowing when to repeat | Better Grades","75","true","Integration by parts: choosing u and knowing when to repeat","true","decision-guide"
"/subjects/math/calculus/integration-techniques/partial-fractions/","Partial fractions: decompose before integrating | Better Grades","63","true","Partial fractions: decompose before integrating","true","decision-guide"
"/subjects/math/calculus/integration-techniques/trigonometric-integrals/","How to choose an identity for a trigonometric integral | Better Grades","70","true","How to choose an identity for a trigonometric integral","true","decision-guide"
"/subjects/math/calculus/integration-techniques/trigonometric-substitution/","Choosing the right trigonometric substitution | Better Grades","61","true","Choosing the right trigonometric substitution","true","decision-guide"
"/subjects/math/calculus/integration-techniques/u-substitution/","u-substitution as the reverse Chain Rule | Better Grades","56","true","u-substitution as the reverse Chain Rule","true","decision-guide"
"/subjects/math/calculus/limits-continuity/","Limits & Continuity Calculus resources | Better Grades","54","true","Limits & Continuity","true","unit-hub"
"/subjects/math/calculus/limits-continuity/continuity-at-a-point/","What continuity at a point really requires | Better Grades","58","true","What continuity at a point really requires","true","method-guide"
"/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","How to evaluate an indeterminate limit | Better Grades","54","true","How to evaluate an indeterminate limit","true","quick-answer"
"/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","Infinite limits and vertical asymptotes | Better Grades","55","true","Infinite limits and vertical asymptotes","true","method-guide"
"/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","Why is the limit of sin x over x equal to 1? | Better Grades","60","true","Why is the limit of sin x over x equal to 1?","true","quick-answer"
"/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","One-sided limits and jump discontinuities | Better Grades","57","true","One-sided limits and jump discontinuities","true","method-guide"
"/subjects/math/calculus/limits-continuity/squeeze-theorem/","How and when to use the Squeeze Theorem | Better Grades","55","true","How and when to use the Squeeze Theorem","true","quick-answer"
"/subjects/math/calculus/limits-continuity/unit/","Limits and Continuity Course Overview | Better Grades","53","true","Limits and Continuity Course Overview","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/continuity/bisection-method/","Bisection Method After the IVT | Better Grades","46","true","Bisection Method After the IVT","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-at-a-point/","Continuity at a Point | Better Grades","37","true","Continuity at a Point","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","Continuity Concept Quiz | Better Grades","39","true","Continuity Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","Continuity and IVT Practice Problems | Better Grades","52","true","Continuity and IVT Practice Problems","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","Continuity and IVT Review | Better Grades","41","true","Continuity and IVT Review","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/continuous-functions/","Which Functions Are Continuous? | Better Grades","47","true","Which Functions Are Continuous?","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/intermediate-value-theorem/","Intermediate Value Theorem | Better Grades","42","true","Intermediate Value Theorem","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/intervals-endpoints/","Continuity on Intervals and at Endpoints | Better Grades","56","true","Continuity on Intervals and at Endpoints","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/piecewise-parameters/","Choosing Parameters for Piecewise Continuity | Better Grades","60","true","Choosing Parameters for Piecewise Continuity","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","How to Repair a Removable Discontinuity | Better Grades","55","true","How to Repair a Removable Discontinuity","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/two-parameter-continuity/","Two-Parameter Continuity Problems | Better Grades","49","true","Two-Parameter Continuity Problems","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/continuity/types-of-discontinuity/","Types of Discontinuity | Better Grades","38","true","Types of Discontinuity","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/absolute-value-piecewise/","Limits With Absolute Values and Piecewise Functions | Better Grades","67","true","Limits With Absolute Values and Piecewise Functions","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/common-exam-errors/","Common Limits Exam Errors | Better Grades","41","true","Common Limits Exam Errors","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","Complete Rational Function Asymptote Analysis | Better Grades","61","true","Complete Rational Function Asymptote Analysis","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/complex-fractions/","Limits With Complex Fractions | Better Grades","45","true","Limits With Complex Fractions","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","Cosine Limits and Trigonometric Identities | Better Grades","58","true","Cosine Limits and Trigonometric Identities","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","Cumulative Limits and Continuity Practice | Better Grades","57","true","Cumulative Limits and Continuity Practice","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/direct-substitution/","Direct Substitution for Limits | Better Grades","46","true","Direct Substitution for Limits","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/disprove-limit-epsilon-delta/","How to Disprove a Claimed Limit | Better Grades","47","true","How to Disprove a Claimed Limit","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-concept-quiz/","Epsilon-Delta Concept Quiz | Better Grades","42","true","Epsilon-Delta Concept Quiz","true","textbook-lesson"
