lesson,companion,companion_role,confidence
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/integration-by-parts/","/subjects/math/calculus/worked-problems/integration-by-parts-x-e-x/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/integration-by-parts/","/subjects/math/calculus/worked-problems/repeated-integration-by-parts/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/riemann-sum-limit/","/subjects/math/calculus/worked-problems/limit-by-factoring/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/riemann-sum-limit/","/subjects/math/calculus/worked-problems/limit-by-rationalization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/riemann-sum-limit/","/subjects/math/calculus/worked-problems/limit-comparison-example/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/riemann-sum-limit/","/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/riemann-sum-limit/","/subjects/math/calculus/worksheets/evaluating-limits/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/integrals/substitution/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/substitution/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/substitution/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/substitution/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/substitution/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/alternating-series-approximation/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/alternating-series-approximation/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/alternating-series-approximation/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/alternating-series-approximation/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/building-new-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/building-new-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/building-new-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/building-new-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/common-errors/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/common-errors/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/common-errors/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/common-errors/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/concept-quiz/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/concept-quiz/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/concept-quiz/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/concept-quiz/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/endpoint-testing/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/endpoint-testing/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/endpoint-testing/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/endpoint-testing/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/geometric-series-library/","/subjects/math/calculus/worked-problems/shifted-geometric-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/geometric-series-library/","/subjects/math/calculus/worksheets/geometric-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/logarithm-and-arctangent-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/logarithm-and-arctangent-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/logarithm-and-arctangent-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/logarithm-and-arctangent-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/maclaurin-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/maclaurin-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/maclaurin-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/maclaurin-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/mixed-practice/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/mixed-practice/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/mixed-practice/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/mixed-practice/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-as-functions/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-as-functions/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-as-functions/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-as-functions/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-review/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-review/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-review/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-review/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a-answer-key/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a-answer-key/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a-answer-key/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a-answer-key/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b-answer-key/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b-answer-key/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b-answer-key/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b-answer-key/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/ratio-test-for-power-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/ratio-test-for-power-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/ratio-test-for-power-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/ratio-test-for-power-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/reference-sheet/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/reference-sheet/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/reference-sheet/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/reference-sheet/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-for-definite-integrals/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-for-definite-integrals/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-for-definite-integrals/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-for-definite-integrals/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-solutions-preview/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-solutions-preview/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-solutions-preview/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/series-solutions-preview/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/small-angle-physics/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/small-angle-physics/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/small-angle-physics/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/small-angle-physics/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/standard-maclaurin-series/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/standard-maclaurin-series/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/standard-maclaurin-series/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/standard-maclaurin-series/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-polynomials/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-polynomials/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-polynomials/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-polynomials/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-centered-at-a/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-centered-at-a/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-centered-at-a/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-review/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-review/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-review/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-review/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/uniform-convergence-preview/","/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/uniform-convergence-preview/","/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/uniform-convergence-preview/","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/power-series-and-taylor-series/uniform-convergence-preview/","/subjects/math/calculus/worksheets/taylor-series/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","/subjects/math/calculus/worked-problems/limit-by-factoring/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","/subjects/math/calculus/worked-problems/limit-by-rationalization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","/subjects/math/calculus/worked-problems/limit-comparison-example/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","/subjects/math/calculus/worksheets/evaluating-limits/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","/subjects/math/calculus/worked-problems/limit-by-factoring/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","/subjects/math/calculus/worked-problems/limit-by-rationalization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","/subjects/math/calculus/worked-problems/limit-comparison-example/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","/subjects/math/calculus/worksheets/evaluating-limits/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","/subjects/math/calculus/worked-problems/limit-by-factoring/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","/subjects/math/calculus/worked-problems/limit-by-rationalization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","/subjects/math/calculus/worked-problems/limit-comparison-example/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","/subjects/math/calculus/worksheets/evaluating-limits/","worksheet","high-confidence-inferred"
