lessonId,lessonPath,category,decision,targetId,targetPath,relationshipType,placement,anchorText,approvalBasis,confidence,deferReason
textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems,/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems,/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems,/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems,/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems,/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing,/subjects/math/calculus/derivative-applications/increasing-decreasing/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing,/subjects/math/calculus/derivative-applications/increasing-decreasing/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing,/subjects/math/calculus/derivative-applications/increasing-decreasing/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing,/subjects/math/calculus/derivative-applications/increasing-decreasing/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing,/subjects/math/calculus/derivative-applications/increasing-decreasing/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-concept-quiz,/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-concept-quiz,/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-concept-quiz,/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-concept-quiz,/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-concept-quiz,/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review,/subjects/math/calculus/derivative-applications/interpretation-review/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review,/subjects/math/calculus/derivative-applications/interpretation-review/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review,/subjects/math/calculus/derivative-applications/interpretation-review/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review,/subjects/math/calculus/derivative-applications/interpretation-review/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpretation-review,/subjects/math/calculus/derivative-applications/interpretation-review/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-derivatives,/subjects/math/calculus/derivative-applications/interpreting-derivatives/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-derivatives,/subjects/math/calculus/derivative-applications/interpreting-derivatives/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-derivatives,/subjects/math/calculus/derivative-applications/interpreting-derivatives/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-derivatives,/subjects/math/calculus/derivative-applications/interpreting-derivatives/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-derivatives,/subjects/math/calculus/derivative-applications/interpreting-derivatives/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-higher-derivatives,/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-higher-derivatives,/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-higher-derivatives,/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-higher-derivatives,/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-interpreting-higher-derivatives,/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-concept-quiz,/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-concept-quiz,/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-concept-quiz,/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-concept-quiz,/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-concept-quiz,/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-infinity-over-infinity,/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-infinity-over-infinity,/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-infinity-over-infinity,/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-infinity-over-infinity,/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-infinity-over-infinity,/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-is-not-cancellation,/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-is-not-cancellation,/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-is-not-cancellation,/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-is-not-cancellation,/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-is-not-cancellation,/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-review,/subjects/math/calculus/derivative-applications/lhopital-review/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-review,/subjects/math/calculus/derivative-applications/lhopital-review/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-review,/subjects/math/calculus/derivative-applications/lhopital-review/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-review,/subjects/math/calculus/derivative-applications/lhopital-review/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-review,/subjects/math/calculus/derivative-applications/lhopital-review/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-rule,/subjects/math/calculus/derivative-applications/lhopital-rule/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-rule,/subjects/math/calculus/derivative-applications/lhopital-rule/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-rule,/subjects/math/calculus/derivative-applications/lhopital-rule/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-rule,/subjects/math/calculus/derivative-applications/lhopital-rule/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-rule,/subjects/math/calculus/derivative-applications/lhopital-rule/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-zero-over-zero,/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-zero-over-zero,/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-zero-over-zero,/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-zero-over-zero,/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-lhopital-zero-over-zero,/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-linearization-practice,/subjects/math/calculus/derivative-applications/linearization-practice/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-linearization-practice,/subjects/math/calculus/derivative-applications/linearization-practice/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-linearization-practice,/subjects/math/calculus/derivative-applications/linearization-practice/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-linearization-practice,/subjects/math/calculus/derivative-applications/linearization-practice/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-linearization-practice,/subjects/math/calculus/derivative-applications/linearization-practice/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-local-linearity,/subjects/math/calculus/derivative-applications/local-linearity/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-local-linearity,/subjects/math/calculus/derivative-applications/local-linearity/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-local-linearity,/subjects/math/calculus/derivative-applications/local-linearity/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-local-linearity,/subjects/math/calculus/derivative-applications/local-linearity/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-local-linearity,/subjects/math/calculus/derivative-applications/local-linearity/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-manufacturing-tolerance,/subjects/math/calculus/derivative-applications/manufacturing-tolerance/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-manufacturing-tolerance,/subjects/math/calculus/derivative-applications/manufacturing-tolerance/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-manufacturing-tolerance,/subjects/math/calculus/derivative-applications/manufacturing-tolerance/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-manufacturing-tolerance,/subjects/math/calculus/derivative-applications/manufacturing-tolerance/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-manufacturing-tolerance,/subjects/math/calculus/derivative-applications/manufacturing-tolerance/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-marginal-analysis,/subjects/math/calculus/derivative-applications/marginal-analysis/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-marginal-analysis,/subjects/math/calculus/derivative-applications/marginal-analysis/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-marginal-analysis,/subjects/math/calculus/derivative-applications/marginal-analysis/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-marginal-analysis,/subjects/math/calculus/derivative-applications/marginal-analysis/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-marginal-analysis,/subjects/math/calculus/derivative-applications/marginal-analysis/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem,/subjects/math/calculus/derivative-applications/mean-value-theorem/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem,/subjects/math/calculus/derivative-applications/mean-value-theorem/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem,/subjects/math/calculus/derivative-applications/mean-value-theorem/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem,/subjects/math/calculus/derivative-applications/mean-value-theorem/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-mean-value-theorem,/subjects/math/calculus/derivative-applications/mean-value-theorem/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration,/subjects/math/calculus/derivative-applications/medication-concentration/,practice,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration,/subjects/math/calculus/derivative-applications/medication-concentration/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration,/subjects/math/calculus/derivative-applications/medication-concentration/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration,/subjects/math/calculus/derivative-applications/medication-concentration/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration,/subjects/math/calculus/derivative-applications/medication-concentration/,tool-or-visual,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review,/subjects/math/calculus/derivative-applications/modeling-studio-review/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review,/subjects/math/calculus/derivative-applications/modeling-studio-review/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review,/subjects/math/calculus/derivative-applications/modeling-studio-review/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review,/subjects/math/calculus/derivative-applications/modeling-studio-review/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio-review,/subjects/math/calculus/derivative-applications/modeling-studio-review/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio,/subjects/math/calculus/derivative-applications/modeling-studio/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio,/subjects/math/calculus/derivative-applications/modeling-studio/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio,/subjects/math/calculus/derivative-applications/modeling-studio/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio,/subjects/math/calculus/derivative-applications/modeling-studio/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-modeling-studio,/subjects/math/calculus/derivative-applications/modeling-studio/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method,/subjects/math/calculus/derivative-applications/newtons-method/,practice,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method,/subjects/math/calculus/derivative-applications/newtons-method/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method,/subjects/math/calculus/derivative-applications/newtons-method/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method,/subjects/math/calculus/derivative-applications/newtons-method/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-newtons-method,/subjects/math/calculus/derivative-applications/newtons-method/,tool-or-visual,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science,/subjects/math/calculus/derivative-applications/optimization-business-science/,practice,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science,/subjects/math/calculus/derivative-applications/optimization-business-science/,quick-explanation,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science,/subjects/math/calculus/derivative-applications/optimization-business-science/,worked-example,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science,/subjects/math/calculus/derivative-applications/optimization-business-science/,reference,DEFERRED_EDITORIAL_REVIEW,,,,,,,,Candidate remains provisional because broad inferred concept/skill overlap does not prove an exact learner action.
textbook-lesson.calc-1-unit-2b-derivative-applications-optimization-business-science,/subjects/math/calculus/derivative-applications/optimization-business-science/,tool-or-visual,NO_CANDIDATE,,,,,,,,No candidate was produced for this lesson and role.
