url,conceptId,queryFamily,intent,modifiers,courseLevel,primaryUrl,isPrimaryOwner,primaryRole,secondaryUrls,currentCompetitors,currentTitle,currentH1,proposedH1,proposedSeoTitle,proposedDescription,canonicalUrl,canonicalPolicy,indexPolicy,action,redirectFrom,collisionScore,gscQueryOverlap,gscImpressions,googleSelectedCanonical,backlinkEquity,branch2Needed,branch3Needed,status,notes,verification,lessonId,pageRole
/subjects/math/algebra/expressions-equations/variables-on-both-sides/,concept.math.variables-on-both-sides,which side to move terms to,focused-explainer,variables on both sides,algebra,/subjects/math/algebra/expressions-equations/variables-on-both-sides/,true,decision-guide,,/subjects/math/algebra/linear-equations/variables-on-both-sides/,Variables on both sides: which side should you move them to? | Better Grades,Variables on both sides: which side should you move them to?,Variables on both sides: which side should you move them to?,Variables on both sides: which side should you move them to? | Better Grades,Either side can work. Choose the direction that keeps the variable coefficient positive and the arithmetic easy to audit.,https://bettergrades.net/subjects/math/algebra/expressions-equations/variables-on-both-sides/,SELF_CANONICAL,index,REPOSITION,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Compact guide intent: which side to move terms to.,self-canonical=true; sitemap=true; inboundInternalLinks=5,,decision-guide
/subjects/math/algebra/factoring-quadratics/,concept.math.factoring-and-quadratic-equations,unit a8: factoring and quadratic equations,navigation-hub,factoring quadratics,algebra,/subjects/math/algebra/factoring-quadratics/,true,unit-hub,,,Unit A8: Factoring and Quadratic Equations | Better Grades,Unit A8: Factoring and Quadratic Equations,Unit A8: Factoring and Quadratic Equations,Unit A8: Factoring and Quadratic Equations | Better Grades,Use reverse multiplication to expose zeros and develop the full quadratic-solving toolkit. How can hidden product structure reveal solutions? Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=19,,unit-hub
/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,concept.math.translate-the-geometric-construction-into-a-general-equation-solving-method,completing the square algebraically,learn-deep,,algebra,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,true,textbook-lesson,,,Completing the square algebraically | Unit A8 | Better Grades,Completing the square algebraically,Completing the square algebraically,Completing the square algebraically | Unit A8 | Better Grades,Translate the geometric construction into a general equation-solving method. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=6,textbook-lesson.math.algebra.a8-11,textbook-lesson
/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,concept.math.add-the-missing-corner-that-turns-x-2-bx-into-a-perfect-square,completing the square geometrically,learn-deep,,algebra,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,true,textbook-lesson,,,Completing the square geometrically | Unit A8 | Better Grades,Completing the square geometrically,Completing the square geometrically,Completing the square geometrically | Unit A8 | Better Grades,Add the missing corner that turns x^2+bx into a perfect square. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-10,textbook-lesson
/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,concept.math.rewrite-sums-as-products-by-extracting-the-greatest-shared-factor-and-verify-by-expansion,factoring as reverse distribution and gcf,learn-deep,,algebra,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,true,textbook-lesson,,,Factoring as reverse distribution and GCF | Unit A8 | Better Grades,Factoring as reverse distribution and GCF,Factoring as reverse distribution and GCF,Factoring as reverse distribution and GCF | Unit A8 | Better Grades,Rewrite sums as products by extracting the greatest shared factor and verify by expansion. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-1,textbook-lesson
/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,concept.math.decompose-the-middle-term-using-ac-and-group,factoring ax^2+bx+c,learn-deep,factoring ax 2 bx c,algebra,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,true,textbook-lesson,,,Factoring ax^2+bx+c | Unit A8 | Better Grades,Factoring ax^2+bx+c,Factoring ax^2+bx+c,Factoring ax^2+bx+c | Unit A8 | Better Grades,Decompose the middle term using ac and group. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-4,textbook-lesson
/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,concept.math.create-a-repeated-binomial-factor-by-grouping-four-terms-strategically,factoring by grouping,learn-deep,,algebra,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,true,textbook-lesson,,,Factoring by grouping | Unit A8 | Better Grades,Factoring by grouping,Factoring by grouping,Factoring by grouping | Unit A8 | Better Grades,Create a repeated binomial factor by grouping four terms strategically. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-2,textbook-lesson
/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,concept.math.use-factor-pairs-whose-product-and-sum-match-the-trinomial,factoring x^2+bx+c,learn-deep,factoring x 2 bx c,algebra,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,true,textbook-lesson,,,Factoring x^2+bx+c | Unit A8 | Better Grades,Factoring x^2+bx+c,Factoring x^2+bx+c,Factoring x^2+bx+c | Unit A8 | Better Grades,Use factor pairs whose product and sum match the trinomial. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=6,textbook-lesson.math.algebra.a8-3,textbook-lesson
/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,concept.math.choose-factoring-methods-in-order-and-state-what-coefficient-system-is-allowed,general factoring strategy and irreducibility,method-selection,,algebra,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,true,textbook-lesson,,,General factoring strategy and irreducibility | Unit A8 | Better Grades,General factoring strategy and irreducibility,General factoring strategy and irreducibility,General factoring strategy and irreducibility | Unit A8 | Better Grades,Choose factoring methods in order and state what coefficient system is allowed. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-6,textbook-lesson
/subjects/math/algebra/factoring-quadratics/investigation/,concept.math.factoring-and-quadratic-equations,factoring and quadratic equations: investigation,assessment,investigation,algebra,/subjects/math/algebra/factoring-quadratics/investigation/,true,assessment,,,Factoring and Quadratic Equations: investigation | Unit A8 | Better Grades,Factoring and Quadratic Equations: investigation,Factoring and Quadratic Equations: investigation,Factoring and Quadratic Equations: investigation | Unit A8 | Better Grades,"Factoring and Quadratic Equations: investigation for Factoring and Quadratic Equations, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.",https://bettergrades.net/subjects/math/algebra/factoring-quadratics/investigation/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=3,,assessment
/subjects/math/algebra/factoring-quadratics/mastery-check/,concept.math.factoring-and-quadratic-equations,factoring and quadratic equations: mastery check,assessment,mastery check,algebra,/subjects/math/algebra/factoring-quadratics/mastery-check/,true,assessment,,,Factoring and Quadratic Equations: mastery check | Unit A8 | Better Grades,Factoring and Quadratic Equations: mastery check,Factoring and Quadratic Equations: mastery check,Factoring and Quadratic Equations: mastery check | Unit A8 | Better Grades,"Factoring and Quadratic Equations: mastery check for Factoring and Quadratic Equations, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.",https://bettergrades.net/subjects/math/algebra/factoring-quadratics/mastery-check/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,,assessment
/subjects/math/algebra/factoring-quadratics/mastery-check/answer-key/,concept.math.factoring-and-quadratic-equations,factoring and quadratic equations: mastery answer key,answer-key,answer key,algebra,/subjects/math/algebra/factoring-quadratics/mastery-check/answer-key/,true,assessment,,,Factoring and Quadratic Equations: mastery answer key | Unit A8 | Better Grades,Factoring and Quadratic Equations: mastery answer key,Factoring and Quadratic Equations: mastery answer key,Factoring and Quadratic Equations: mastery answer key | Unit A8 | Better Grades,"Factoring and Quadratic Equations: mastery answer key for Factoring and Quadratic Equations, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.",https://bettergrades.net/subjects/math/algebra/factoring-quadratics/mastery-check/answer-key/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,,assessment
/subjects/math/algebra/factoring-quadratics/practice/,concept.math.factoring-and-quadratic-equations,factoring and quadratic equations: mixed practice,assessment,practice,algebra,/subjects/math/algebra/factoring-quadratics/practice/,true,assessment,,,Factoring and Quadratic Equations: mixed practice | Unit A8 | Better Grades,Factoring and Quadratic Equations: mixed practice,Factoring and Quadratic Equations: mixed practice,Factoring and Quadratic Equations: mixed practice | Unit A8 | Better Grades,"Factoring and Quadratic Equations: mixed practice for Factoring and Quadratic Equations, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.",https://bettergrades.net/subjects/math/algebra/factoring-quadratics/practice/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=15,,assessment
/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,concept.math.derive-the-general-formula-and-use-the-discriminant-to-predict-real-root-behavior,quadratic formula and discriminant,learn-deep,,algebra,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,true,textbook-lesson,,,Quadratic formula and discriminant | Unit A8 | Better Grades,Quadratic formula and discriminant,Quadratic formula and discriminant,Quadratic formula and discriminant | Unit A8 | Better Grades,Derive the general formula and use the discriminant to predict real root behavior. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,textbook-lesson.math.algebra.a8-12,textbook-lesson
/subjects/math/algebra/factoring-quadratics/review/,concept.math.factoring-and-quadratic-equations,factoring and quadratic equations: cumulative review,assessment,review,algebra,/subjects/math/algebra/factoring-quadratics/review/,true,assessment,,,Factoring and Quadratic Equations: cumulative review | Unit A8 | Better Grades,Factoring and Quadratic Equations: cumulative review,Factoring and Quadratic Equations: cumulative review,Factoring and Quadratic Equations: cumulative review | Unit A8 | Better Grades,"Factoring and Quadratic Equations: cumulative review for Factoring and Quadratic Equations, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.",https://bettergrades.net/subjects/math/algebra/factoring-quadratics/review/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=3,,assessment
/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,concept.math.move-all-terms-to-one-side-factor-and-solve-each-factor-equation,solving quadratics by factoring,method-instruction,,algebra,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,true,textbook-lesson,,,Solving quadratics by factoring | Unit A8 | Better Grades,Solving quadratics by factoring,Solving quadratics by factoring,Solving quadratics by factoring | Unit A8 | Better Grades,"Move all terms to one side, factor, and solve each factor equation. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.",https://bettergrades.net/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-8,textbook-lesson
/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,concept.math.reverse-difference-of-squares-and-perfect-square-trinomials-under-their-exact-conditions,special factoring patterns,learn-deep,,algebra,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,true,textbook-lesson,,,Special factoring patterns | Unit A8 | Better Grades,Special factoring patterns,Special factoring patterns,Special factoring patterns | Unit A8 | Better Grades,Reverse difference of squares and perfect-square trinomials under their exact conditions. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=6,textbook-lesson.math.algebra.a8-5,textbook-lesson
/subjects/math/algebra/factoring-quadratics/square-root-method/,concept.math.solve-isolated-square-equations-using-both-roots-and-domain-reasoning,square-root method,learn-deep,square root method,algebra,/subjects/math/algebra/factoring-quadratics/square-root-method/,true,textbook-lesson,,,Square-root method | Unit A8 | Better Grades,Square-root method,Square-root method,Square-root method | Unit A8 | Better Grades,Solve isolated-square equations using both roots and domain reasoning. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/square-root-method/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-9,textbook-lesson
/subjects/math/algebra/factoring-quadratics/zero-product-property/,concept.math.explain-why-a-zero-product-forces-at-least-one-factor-to-be-zero,zero-product property,learn-deep,zero product property,algebra,/subjects/math/algebra/factoring-quadratics/zero-product-property/,true,textbook-lesson,,,Zero-product property | Unit A8 | Better Grades,Zero-product property,Zero-product property,Zero-product property | Unit A8 | Better Grades,Explain why a zero product forces at least one factor to be zero. Part of BetterGrades Algebra Unit A8: Factoring and Quadratic Equations.,https://bettergrades.net/subjects/math/algebra/factoring-quadratics/zero-product-property/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a8-7,textbook-lesson
/subjects/math/algebra/final-exam/,concept.math.algebra,algebra final exam,assessment,final exam,algebra,/subjects/math/algebra/final-exam/,true,assessment,,,Algebra final exam | Better Grades,Algebra final exam,Algebra final exam,Algebra final exam | Better Grades,"Algebra final exam for the complete Algebra course, with an explicit attempt-first assessment blueprint.",https://bettergrades.net/subjects/math/algebra/final-exam/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=3,,assessment
/subjects/math/algebra/final-exam/answer-key/,concept.math.algebra,algebra final exam answer key,answer-key,answer key,algebra,/subjects/math/algebra/final-exam/answer-key/,true,assessment,,,Algebra final exam answer key | Better Grades,Algebra final exam answer key,Algebra final exam answer key,Algebra final exam answer key | Better Grades,"Algebra final exam answer key for the complete Algebra course, with an explicit attempt-first assessment blueprint.",https://bettergrades.net/subjects/math/algebra/final-exam/answer-key/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,assessment
/subjects/math/algebra/functions/,concept.math.functions-as-a-unifying-language,unit a12: functions as a unifying language,navigation-hub,functions,algebra,/subjects/math/algebra/functions/,true,unit-hub,,,Unit A12: Functions as a Unifying Language | Better Grades,Unit A12: Functions as a Unifying Language,Unit A12: Functions as a Unifying Language,Unit A12: Functions as a Unifying Language | Better Grades,Consolidate earlier relationships into function language without preempting full Precalculus theory. How can one input-output framework organize the algebraic families already studied? Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.,https://bettergrades.net/subjects/math/algebra/functions/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=14,,unit-hub
/subjects/math/algebra/functions/arithmetic-with-functions/,concept.math.add-subtract-multiply-and-divide-function-outputs-while-tracking-the-combined-domain,arithmetic with functions,learn-deep,,algebra,/subjects/math/algebra/functions/arithmetic-with-functions/,true,textbook-lesson,,,Arithmetic with functions | Unit A12 | Better Grades,Arithmetic with functions,Arithmetic with functions,Arithmetic with functions | Unit A12 | Better Grades,"Add, subtract, multiply, and divide function outputs while tracking the combined domain. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/arithmetic-with-functions/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,textbook-lesson.math.algebra.a12-7,textbook-lesson
/subjects/math/algebra/functions/comparing-algebraic-families/,concept.math.identify-change-patterns-restrictions-and-characteristic-graph-shapes-across-major-families,comparing algebraic families,learn-deep,,algebra,/subjects/math/algebra/functions/comparing-algebraic-families/,true,textbook-lesson,,,Comparing algebraic families | Unit A12 | Better Grades,Comparing algebraic families,Comparing algebraic families,Comparing algebraic families | Unit A12 | Better Grades,"Identify change patterns, restrictions, and characteristic graph shapes across major families. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/comparing-algebraic-families/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,textbook-lesson.math.algebra.a12-8,textbook-lesson
/subjects/math/algebra/functions/domain/,cross.domain,domain of a function,learn-foundations,domain,algebra,/subjects/math/algebra/functions/domain/,true,textbook-lesson,,,Domain | Unit A12 | Better Grades,Domain,Domain,Domain | Unit A12 | Better Grades,"Determine allowed inputs from context, denominators, and even roots. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/domain/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Algebra owns the generic definition; Precalculus owns formula- and context-specific domain analysis.,self-canonical=true; sitemap=true; inboundInternalLinks=7,textbook-lesson.math.algebra.a12-4,textbook-lesson
/subjects/math/algebra/functions/function-notation-and-evaluation/,cross.function-notation,function notation,learn-foundations,function notation and evaluation,algebra,/subjects/math/algebra/functions/function-notation-and-evaluation/,true,textbook-lesson,,,Function notation and evaluation | Unit A12 | Better Grades,Function notation and evaluation,Function notation and evaluation,Function notation and evaluation | Unit A12 | Better Grades,Interpret f(a) as the output corresponding to input a rather than multiplication. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.,https://bettergrades.net/subjects/math/algebra/functions/function-notation-and-evaluation/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Algebra owns generic instruction; secondary pages explain notation or extend it to solving.,self-canonical=true; sitemap=true; inboundInternalLinks=7,textbook-lesson.math.algebra.a12-2,textbook-lesson
/subjects/math/algebra/functions/mastery-check/,concept.math.functions-as-a-unifying-language,functions as a unifying language: mastery check,assessment,mastery check,algebra,/subjects/math/algebra/functions/mastery-check/,true,assessment,,,Functions as a Unifying Language: mastery check | Unit A12 | Better Grades,Functions as a Unifying Language: mastery check,Functions as a Unifying Language: mastery check,Functions as a Unifying Language: mastery check | Unit A12 | Better Grades,"Functions as a Unifying Language: mastery check for Functions as a Unifying Language, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/mastery-check/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,,assessment
/subjects/math/algebra/functions/mastery-check/answer-key/,concept.math.functions-as-a-unifying-language,functions as a unifying language: mastery answer key,answer-key,answer key,algebra,/subjects/math/algebra/functions/mastery-check/answer-key/,true,assessment,,,Functions as a Unifying Language: mastery answer key | Unit A12 | Better Grades,Functions as a Unifying Language: mastery answer key,Functions as a Unifying Language: mastery answer key,Functions as a Unifying Language: mastery answer key | Unit A12 | Better Grades,"Functions as a Unifying Language: mastery answer key for Functions as a Unifying Language, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/mastery-check/answer-key/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,,assessment
/subjects/math/algebra/functions/piecewise-defined-functions/,cross.piecewise,piecewise functions,learn-foundations,piecewise defined functions,algebra,/subjects/math/algebra/functions/piecewise-defined-functions/,true,textbook-lesson,,,Piecewise-defined functions | Unit A12 | Better Grades,Piecewise-defined functions,Piecewise-defined functions,Piecewise-defined functions | Unit A12 | Better Grades,Apply different rules on different input intervals and manage endpoints. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.,https://bettergrades.net/subjects/math/algebra/functions/piecewise-defined-functions/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Algebra owns foundations; Precalculus owns multi-representation analysis.,self-canonical=true; sitemap=true; inboundInternalLinks=6,textbook-lesson.math.algebra.a12-6,textbook-lesson
/subjects/math/algebra/functions/practice/,concept.math.functions-as-a-unifying-language,functions as a unifying language: mixed practice,assessment,practice,algebra,/subjects/math/algebra/functions/practice/,true,assessment,,,Functions as a Unifying Language: mixed practice | Unit A12 | Better Grades,Functions as a Unifying Language: mixed practice,Functions as a Unifying Language: mixed practice,Functions as a Unifying Language: mixed practice | Unit A12 | Better Grades,"Functions as a Unifying Language: mixed practice for Functions as a Unifying Language, with an explicit attempt-first assessment blueprint. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/practice/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=11,,assessment
/subjects/math/algebra/functions/range-and-graph-behavior/,cross.range,range of a function,learn-foundations,range and graph behavior,algebra,/subjects/math/algebra/functions/range-and-graph-behavior/,true,textbook-lesson,,,Range and graph behavior | Unit A12 | Better Grades,Range and graph behavior,Range and graph behavior,Range and graph behavior | Unit A12 | Better Grades,"Read output sets, intervals of change, extrema, and intercepts from graphs and contexts. Part of BetterGrades Algebra Unit A12: Functions as a Unifying Language.",https://bettergrades.net/subjects/math/algebra/functions/range-and-graph-behavior/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Algebra owns foundations; Precalculus owns global graph behavior.,self-canonical=true; sitemap=true; inboundInternalLinks=6,textbook-lesson.math.algebra.a12-5,textbook-lesson
