lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A2.10,A2,A2.10-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-equations/linear-equation-strategy-studio/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.1,A3,A3.1-P1,Test values.,2-5,/subjects/math/algebra/inequalities-absolute-value/inequalities-and-truth-sets/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.1,A3,A3.1-P2,Write verbal and graphical solution sets.,2-5,/subjects/math/algebra/inequalities-absolute-value/inequalities-and-truth-sets/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.1,A3,A3.1-P3,Distinguish strict and inclusive bounds.,2-5,/subjects/math/algebra/inequalities-absolute-value/inequalities-and-truth-sets/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.1,A3,A3.1-P4,Interpret contextual restrictions.,2-5,/subjects/math/algebra/inequalities-absolute-value/inequalities-and-truth-sets/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.1,A3,A3.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/inequalities-and-truth-sets/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.2,A3,A3.2-P1,One- and multistep inequalities.,2-5,/subjects/math/algebra/inequalities-absolute-value/solving-linear-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.2,A3,A3.2-P2,Fractional coefficients.,2-5,/subjects/math/algebra/inequalities-absolute-value/solving-linear-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.2,A3,A3.2-P3,Contextual bounds.,2-5,/subjects/math/algebra/inequalities-absolute-value/solving-linear-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.2,A3,A3.2-P4,Graph solutions.,2-5,/subjects/math/algebra/inequalities-absolute-value/solving-linear-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.2,A3,A3.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/solving-linear-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.3,A3,A3.3-P1,Predict reversal.,2-5,/subjects/math/algebra/inequalities-absolute-value/why-negative-scaling-reverses-order/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.3,A3,A3.3-P2,Give counterexamples.,2-5,/subjects/math/algebra/inequalities-absolute-value/why-negative-scaling-reverses-order/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.3,A3,A3.3-P3,Solve negative-coefficient cases.,2-5,/subjects/math/algebra/inequalities-absolute-value/why-negative-scaling-reverses-order/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.3,A3,A3.3-P4,Explain the mechanism in words.,2-5,/subjects/math/algebra/inequalities-absolute-value/why-negative-scaling-reverses-order/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.3,A3,A3.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/why-negative-scaling-reverses-order/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.4,A3,A3.4-P1,Translate all directions.,2-5,/subjects/math/algebra/inequalities-absolute-value/interval-notation-and-endpoint-meaning/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.4,A3,A3.4-P2,Use unions.,2-5,/subjects/math/algebra/inequalities-absolute-value/interval-notation-and-endpoint-meaning/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.4,A3,A3.4-P3,Interpret endpoints.,2-5,/subjects/math/algebra/inequalities-absolute-value/interval-notation-and-endpoint-meaning/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.4,A3,A3.4-P4,Repair invalid interval notation.,2-5,/subjects/math/algebra/inequalities-absolute-value/interval-notation-and-endpoint-meaning/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.4,A3,A3.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/interval-notation-and-endpoint-meaning/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.5,A3,A3.5-P1,Solve and graph compounds.,2-5,/subjects/math/algebra/inequalities-absolute-value/compound-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.5,A3,A3.5-P2,Distinguish conjunction and disjunction.,2-5,/subjects/math/algebra/inequalities-absolute-value/compound-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.5,A3,A3.5-P3,Use interval notation.,2-5,/subjects/math/algebra/inequalities-absolute-value/compound-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.5,A3,A3.5-P4,Model range conditions.,2-5,/subjects/math/algebra/inequalities-absolute-value/compound-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.5,A3,A3.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/compound-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.6,A3,A3.6-P1,Evaluate distances.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-as-distance/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.6,A3,A3.6-P2,Write absolute-value expressions from diagrams.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-as-distance/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.6,A3,A3.6-P3,Solve simple distance equations.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-as-distance/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.6,A3,A3.6-P4,Interpret tolerances.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-as-distance/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.6,A3,A3.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/absolute-value-as-distance/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.7,A3,A3.7-P1,Equations and all four inequality types.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-equations-and-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.7,A3,A3.7-P2,Empty/all-real edge cases.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-equations-and-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.7,A3,A3.7-P3,Tolerance models.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-equations-and-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.7,A3,A3.7-P4,Error analysis.,2-5,/subjects/math/algebra/inequalities-absolute-value/absolute-value-equations-and-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.7,A3,A3.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/absolute-value-equations-and-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.8,A3,A3.8-P1,Solve formulas for different variables.,2-5,/subjects/math/algebra/inequalities-absolute-value/literal-equations-and-formulas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.8,A3,A3.8-P2,State restrictions.,2-5,/subjects/math/algebra/inequalities-absolute-value/literal-equations-and-formulas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.8,A3,A3.8-P3,Verify by substitution.,2-5,/subjects/math/algebra/inequalities-absolute-value/literal-equations-and-formulas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.8,A3,A3.8-P4,Interpret the rearranged form.,2-5,/subjects/math/algebra/inequalities-absolute-value/literal-equations-and-formulas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A3.8,A3,A3.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/inequalities-absolute-value/literal-equations-and-formulas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.1,A4,A4.1-P1,Build and simplify ratios.,2-5,/subjects/math/algebra/linear-relationships/ratios-and-equivalent-ratios/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.1,A4,A4.1-P2,Part-part versus part-whole.,2-5,/subjects/math/algebra/linear-relationships/ratios-and-equivalent-ratios/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.1,A4,A4.1-P3,Scale drawings.,2-5,/subjects/math/algebra/linear-relationships/ratios-and-equivalent-ratios/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.1,A4,A4.1-P4,Interpret units.,2-5,/subjects/math/algebra/linear-relationships/ratios-and-equivalent-ratios/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.1,A4,A4.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/ratios-and-equivalent-ratios/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.2,A4,A4.2-P1,Compute unit rates.,2-5,/subjects/math/algebra/linear-relationships/unit-rates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.2,A4,A4.2-P2,Choose better value.,2-5,/subjects/math/algebra/linear-relationships/unit-rates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.2,A4,A4.2-P3,Convert compound units.,2-5,/subjects/math/algebra/linear-relationships/unit-rates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.2,A4,A4.2-P4,Explain rate units.,2-5,/subjects/math/algebra/linear-relationships/unit-rates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.2,A4,A4.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/unit-rates/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.3,A4,A4.3-P1,Find k.,2-5,/subjects/math/algebra/linear-relationships/proportional-relationships/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.3,A4,A4.3-P2,Construct formulas.,2-5,/subjects/math/algebra/linear-relationships/proportional-relationships/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.3,A4,A4.3-P3,Detect proportionality.,2-5,/subjects/math/algebra/linear-relationships/proportional-relationships/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.3,A4,A4.3-P4,Explain the role of the origin.,2-5,/subjects/math/algebra/linear-relationships/proportional-relationships/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.3,A4,A4.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/proportional-relationships/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.4,A4,A4.4-P1,Discounts and tax.,2-5,/subjects/math/algebra/linear-relationships/percent-as-a-multiplier/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.4,A4,A4.4-P2,Reverse-percent problems.,2-5,/subjects/math/algebra/linear-relationships/percent-as-a-multiplier/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.4,A4,A4.4-P3,Successive changes.,2-5,/subjects/math/algebra/linear-relationships/percent-as-a-multiplier/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.4,A4,A4.4-P4,Percentage-point error analysis.,2-5,/subjects/math/algebra/linear-relationships/percent-as-a-multiplier/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.4,A4,A4.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/percent-as-a-multiplier/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.5,A4,A4.5-P1,Plot and read points.,2-5,/subjects/math/algebra/linear-relationships/coordinate-plane-and-equation-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.5,A4,A4.5-P2,Test equation solutions.,2-5,/subjects/math/algebra/linear-relationships/coordinate-plane-and-equation-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.5,A4,A4.5-P3,Construct tables.,2-5,/subjects/math/algebra/linear-relationships/coordinate-plane-and-equation-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.5,A4,A4.5-P4,Interpret axes and scale.,2-5,/subjects/math/algebra/linear-relationships/coordinate-plane-and-equation-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.5,A4,A4.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/coordinate-plane-and-equation-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.6,A4,A4.6-P1,Find intercepts.,2-5,/subjects/math/algebra/linear-relationships/intercepts/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.6,A4,A4.6-P2,Graph by intercepts.,2-5,/subjects/math/algebra/linear-relationships/intercepts/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.6,A4,A4.6-P3,Interpret context.,2-5,/subjects/math/algebra/linear-relationships/intercepts/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.6,A4,A4.6-P4,Reject meaningless intercepts.,2-5,/subjects/math/algebra/linear-relationships/intercepts/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.6,A4,A4.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/intercepts/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.7,A4,A4.7-P1,Calculate slope.,2-5,/subjects/math/algebra/linear-relationships/slope-from-graphs-and-tables/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.7,A4,A4.7-P2,Compare steepness.,2-5,/subjects/math/algebra/linear-relationships/slope-from-graphs-and-tables/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.7,A4,A4.7-P3,Interpret signs and zero.,2-5,/subjects/math/algebra/linear-relationships/slope-from-graphs-and-tables/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.7,A4,A4.7-P4,Explain undefined slope.,2-5,/subjects/math/algebra/linear-relationships/slope-from-graphs-and-tables/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.7,A4,A4.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/slope-from-graphs-and-tables/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.8,A4,A4.8-P1,Symbolic and numerical slope.,2-5,/subjects/math/algebra/linear-relationships/slope-from-two-points/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.8,A4,A4.8-P2,Missing coordinates.,2-5,/subjects/math/algebra/linear-relationships/slope-from-two-points/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.8,A4,A4.8-P3,Error analysis.,2-5,/subjects/math/algebra/linear-relationships/slope-from-two-points/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.8,A4,A4.8-P4,Distinguish slope from distance.,2-5,/subjects/math/algebra/linear-relationships/slope-from-two-points/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.8,A4,A4.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/slope-from-two-points/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.9,A4,A4.9-P1,Write equations from varied data.,2-5,/subjects/math/algebra/linear-relationships/equations-of-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.9,A4,A4.9-P2,Convert forms.,2-5,/subjects/math/algebra/linear-relationships/equations-of-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.9,A4,A4.9-P3,Choose the useful form.,2-5,/subjects/math/algebra/linear-relationships/equations-of-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.9,A4,A4.9-P4,Interpret coefficients.,2-5,/subjects/math/algebra/linear-relationships/equations-of-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.9,A4,A4.9-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/equations-of-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.10,A4,A4.10-P1,Construct equations.,2-5,/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.10,A4,A4.10-P2,Determine relationships.,2-5,/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.10,A4,A4.10-P3,Use coordinate geometry.,2-5,/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.10,A4,A4.10-P4,Diagnose reciprocal-sign errors.,2-5,/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.10,A4,A4.10-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/parallel-and-perpendicular-lines/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.11,A4,A4.11-P1,Fit simple data.,2-5,/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.11,A4,A4.11-P2,Interpret slope and intercept.,2-5,/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.11,A4,A4.11-P3,Calculate residuals.,2-5,/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.11,A4,A4.11-P4,Critique extrapolation and causal claims.,2-5,/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A4.11,A4,A4.11-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-relationships/linear-models-fit-and-residuals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.1,A5,A5.1-P1,Test candidates.,2-5,/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.1,A5,A5.1-P2,Write systems from conditions.,2-5,/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.1,A5,A5.1-P3,Interpret ordered pairs.,2-5,/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.1,A5,A5.1-P4,Explain why one equation is insufficient.,2-5,/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.1,A5,A5.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/systems-as-simultaneous-conditions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.2,A5,A5.2-P1,Graph and solve.,2-5,/subjects/math/algebra/systems/graphical-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.2,A5,A5.2-P2,Estimate noninteger solutions.,2-5,/subjects/math/algebra/systems/graphical-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.2,A5,A5.2-P3,Classify count.,2-5,/subjects/math/algebra/systems/graphical-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.2,A5,A5.2-P4,Interpret context.,2-5,/subjects/math/algebra/systems/graphical-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.2,A5,A5.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/graphical-solutions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.3,A5,A5.3-P1,Solve systems.,2-5,/subjects/math/algebra/systems/substitution/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.3,A5,A5.3-P2,Choose convenient isolation.,2-5,/subjects/math/algebra/systems/substitution/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.3,A5,A5.3-P3,Context problems.,2-5,/subjects/math/algebra/systems/substitution/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
